,name,mTurkID,subID,drive_name,drive_index,time,SurveyPage_Question1,SurveyPage_Question2,SurveyPage_Question3,SurveyPage_Question4,SurveyPage_Question5,SurveyPage_Question6,SurveyPage_Question7,SurveyPage_Question8,SurveyPage_Question9,SurveyPage_Question10,SurveyPage_Question11,SurveyPage_Question12,SurveyPage_Question13,SurveyPage_Question14,SurveyPage_Question16,SurveyPage_Question15
74,['value'],[' p279'],['306'],['2100'],['2'],['Wed Feb 15 2023 19:26:56 GMT-0500 (Eastern Standard Time)'],['Orange'],['Autonomous Scooter'],['26-35'],['Male'],['Liberal Arts'],['High_school_degree_or_equivalent'],['1'],['1'],['1'],['1'],"['1', '2', '3', '4']",['5'],['none'],,['Yes'],['Everything worked fine.']
75,['value'],[' p249'],['308'],['2110'],['2'],['Wed Feb 15 2023 19:26:56 GMT-0500 (Eastern Standard Time)'],['Blue'],['Self-driving scooter'],['46-55'],['Male'],['Technology'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['1'],['0'],['4'],['none'],,['Yes'],['Good study.  Thank you.']
76,['value'],[' p78'],['218'],['3200'],['2'],['Fri Feb 10 2023 18:32:20 GMT-0800 (Pacific Standard Time)'],['Orange'],['scooter'],['26-35'],['Male'],['Engineering'],"[""Master's_degree (e.g. MA; MS; MEd)""]",['0'],['1'],['2'],['1'],['1'],['6'],"['Electric_bike', 'Segway']",['5'],['Yes'],
77,['value'],[' p206'],['18'],['2100'],['2'],['Mon Jan 30 2023 13:59:53 GMT-0700 (Mountain Standard Time)'],['Orange'],['Self-steering scooter'],[' 56'],['Male'],['Liberal Arts'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['0'],['0'],,['none'],,['Yes'],
78,['value'],[' p45'],['161'],['4301'],['2'],['Fri Feb 10 2023 20:02:53 GMT-0600 (Central Standard Time)'],['Orange'],['self driving scooter'],['36-45'],['Male'],['Medicine'],['Doctoral_degree (e.g. PhD; EdD)'],['1'],['1'],['1'],['1'],['4'],['6'],"['Electricscooter', 'Segway']",['6'],['Yes'],
79,['value'],[' p260'],['200'],['1400'],['2'],['Fri Feb 10 2023 21:25:03 GMT-0500 (Eastern Standard Time)'],['Green'],['scooter'],[' 56'],['Female'],['Liberal Arts'],['High_school_degree_or_equivalent'],['1'],['2'],['1'],['2'],['0'],,['none'],['4'],['Yes'],
80,['value'],[' p27'],['153'],['3201'],['2'],['Fri Feb 10 2023 20:58:28 GMT-0500 (Eastern Standard Time)'],['Orange'],['scooter self driving'],['46-55'],['Female'],['Technology'],"[""Bachelor's_degree(e.g. BA; BS)""]",['2'],['2'],['2'],['2'],['0'],['7'],['none'],['7'],['Yes'],
81,['value'],[' p111'],['130'],['4300'],['2'],['Fri Feb 10 2023 20:35:14 GMT-0500 (Eastern Standard Time)'],['Orange'],['Scooter'],['46-55'],['Female'],"['Other', 'homemaker']",['Associate degree'],['1'],['1'],['2'],['2'],['1'],['6'],['none'],,['Yes'],
82,['value'],[' p131'],['132'],['4310'],['2'],['Fri Feb 10 2023 17:36:43 GMT-0800 (Pacific Standard Time)'],['Orange'],['self-driving scooter'],['18-25'],['Male'],['Technology'],['High_school_degree_or_equivalent'],['1'],['1'],['1'],['1'],['1'],['6'],['Electricscooter'],['6'],['Yes'],
83,['value'],[' p164'],['113'],['2101'],['2'],['Fri Feb 10 2023 20:00:01 GMT-0500 (Eastern Standard Time)'],['Orange'],['scooter'],['26-35'],['Female'],"['Other', 'donation processing']","[""Bachelor's_degree(e.g. BA; BS)""]",['0'],['0'],['1'],['0'],['0'],,['Other'],,['Yes'],
84,['value'],[' p204'],['116'],['2110'],['2'],['Fri Feb 10 2023 19:11:08 GMT-0600 (Central Standard Time)'],['Blue'],['Seld driving '],[' 56'],['Male'],['Liberal Arts'],['Doctoral_degree (e.g. PhD; EdD)'],['2'],['2'],['2'],['2'],['0'],['4'],['none'],['4'],['Yes'],['None']
85,['value'],[' p284'],['236'],['1410'],['2'],['Wed Feb 15 2023 18:24:39 GMT-0600 (Central Standard Time)'],['Orange'],['scooter'],['18-25'],"['Other', 'non-binary']",['Liberal Arts'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['0'],['0'],,['Electric_bike'],['5'],['Yes'],
86,['value'],[' p269'],['322'],['4300'],['2'],['Wed Feb 15 2023 19:35:23 GMT-0500 (Eastern Standard Time)'],['Orange'],['Self driving scooter'],['36-45'],['Male'],['Technology'],['High_school_degree_or_equivalent'],['1'],['2'],['2'],['1'],"['1', '4']",['7'],['none'],,['Yes'],['fun and unique study; thank you!']
87,['value'],[' p122'],['15'],['1411'],['2'],['Mon Jan 30 2023 15:54:46 GMT-0500 (Eastern Standard Time)'],['Orange'],['scooter'],['46-55'],['Female'],"['Other', 'homemaker']",['Associate degree'],['1'],['1'],['1'],['2'],['0'],['4'],['none'],['4'],['Yes'],['none']
88,['value'],[' p160'],['98'],['4300'],['2'],['Tue Jan 31 2023 11:24:24 GMT-0700 (Mountain Standard Time)'],['Orange'],['Self-driving scooter'],['46-55'],['Male'],['Science'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['1'],['1'],['4'],['none'],['4'],['Yes'],['No.']
89,['value'],[' p305'],['163'],['4301'],['2'],['Fri Feb 10 2023 21:04:02 GMT-0500 (Eastern Standard Time)'],['Orange'],['self-driving scooter'],['18-25'],['Male'],"['Other', 'mechanic']",['Associate degree'],['0'],['0'],['0'],['0'],"['2', '4']",['2'],['none'],,['Yes'],
90,['value'],[' p101'],['131'],['4301'],['2'],['Fri Feb 10 2023 19:35:39 GMT-0600 (Central Standard Time)'],['Orange'],['self-driving scooter'],['26-35'],['Female'],['Medicine'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['2'],['2'],"['1', '2', '4']",['7'],['Electricscooter'],['7'],['Yes'],['Cool study. The numerous attention checks seemed unnecessary and appeared as if you did not trust your audience; I suggest eliminating some of them. Good luck with the study!']
91,['value'],[' p183'],['7'],['4311'],['2'],['Mon Jan 30 2023 15:04:46 GMT-0500 (Eastern Standard Time)'],['Orange'],['Scooter'],['36-45'],['Female'],['Liberal Arts'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['1'],"['1', '2', '4']",['5'],['none'],['4'],['Yes'],
92,['value'],[' p224'],['205'],['1411'],['2'],['Fri Feb 10 2023 20:28:17 GMT-0600 (Central Standard Time)'],['Blue'],['scooter'],['36-45'],['Female'],['Education'],['Less_than_a_high_school_diploma'],['2'],['2'],['2'],['2'],['0'],['4'],['none'],,['Yes'],"[""no except I can't remember the scooter color""]"
93,['value'],[' p231'],['284'],['3210'],['2'],['Wed Feb 15 2023 19:25:33 GMT-0500 (Eastern Standard Time)'],['Green'],['scooter'],['36-45'],['Male'],['Technology'],"[""Bachelor's_degree(e.g. BA; BS)""]",['2'],['1'],['2'],['2'],"['1', '4', '5']",['6'],['Segway'],['6'],['Yes'],['Enjoyed the study!']
94,['value'],[' p106'],['311'],['2111'],['2'],['Wed Feb 15 2023 19:28:10 GMT-0500 (Eastern Standard Time)'],['Orange'],['ATX20 (?)'],['26-35'],['Male'],['Engineering'],['Associate degree'],['1'],['1'],['0'],['1'],"['3', '4']",['5'],"['Electricscooter', 'Electric_bike']",['5'],['Yes'],"[""I don't quite remember the name of the vehicle but I did pay attention to the simulation. Thank you""]"
95,['value'],[' p136'],['252'],['3210'],['2'],['Wed Feb 15 2023 18:24:58 GMT-0600 (Central Standard Time)'],['Blue'],['A little mini scooter robot'],['18-25'],"['Other', 'non binary']",['Technology'],['High_school_degree_or_equivalent'],['2'],['1'],['1'],['2'],['3'],['6'],['Electricscooter'],['6'],['Yes'],['Interesting study; thanks!']
96,['value'],[' p225'],['181'],['2111'],['2'],['Fri Feb 10 2023 18:15:44 GMT-0800 (Pacific Standard Time)'],['Orange'],['scooter'],['26-35'],['Male'],['Engineering'],"[""Bachelor's_degree(e.g. BA; BS)""]",['2'],['2'],['2'],['2'],['4'],['7'],['none'],,['Yes'],['no']
97,['value'],[' p233'],['21'],['2111'],['2'],['Mon Jan 30 2023 16:02:02 GMT-0500 (Eastern Standard Time)'],['Orange'],['Self driving scooter'],['36-45'],['Female'],"['Other', 'Sales']","[""Bachelor's_degree(e.g. BA; BS)""]",['0'],['0'],['0'],['1'],['0'],['4'],['none'],,['Yes'],['It was stressful. I would have stopped at the stop signs.']
98,['value'],[' p303'],['62'],['3210'],['2'],['Mon Jan 30 2023 18:45:20 GMT-0500 (Eastern Standard Time)'],['Orange'],['self-driving scooter'],['36-45'],['Male'],['Technology'],['Associate degree'],['1'],['2'],['2'],['1'],['0'],,['none'],,['Yes'],['no additional feedback']
99,['value'],[' p155'],['19'],['2101'],['2'],['Mon Jan 30 2023 13:00:10 GMT-0800 (Pacific Standard Time)'],['Orange'],['Scooter'],['26-35'],['Male'],['Technology'],"[""Bachelor's_degree(e.g. BA; BS)""]",['2'],['1'],['1'],['2'],['0'],['3'],['none'],['3'],['Yes'],
100,['value'],[' p139'],['150'],['2110'],['2'],['Fri Feb 10 2023 19:55:56 GMT-0600 (Central Standard Time)'],['Blue'],['scooter'],['18-25'],['Male'],['Medicine'],['High_school_degree_or_equivalent'],['1'],['1'],['2'],['2'],['0'],,['none'],,['Yes'],
101,['value'],[' p209'],['310'],['2110'],['2'],['Wed Feb 15 2023 18:27:52 GMT-0600 (Central Standard Time)'],['Orange'],['electric scooter'],['36-45'],['Female'],['Technology'],['Associate degree'],['2'],['2'],['2'],['2'],"['1', '2', '3', '4', '5']",['6'],"['Electricscooter', 'Electric_bike']",['6'],['Yes'],
102,['value'],[' p210'],['258'],['4300'],['2'],['Wed Feb 15 2023 19:25:09 GMT-0500 (Eastern Standard Time)'],['Orange'],['self driving scooter'],['46-55'],['Female'],"['Other', 'studied liberal arts; but occupation in home repair']","[""Bachelor's_degree(e.g. BA; BS)""]",['2'],['1'],['1'],['2'],['0'],['4'],['none'],,['Yes'],
103,['value'],[' p16'],['304'],['2100'],['2'],['Wed Feb 15 2023 18:26:17 GMT-0600 (Central Standard Time)'],['Orange'],['Scooter'],['46-55'],['Female'],['Education'],['High_school_degree_or_equivalent'],['2'],['2'],['2'],['2'],['1'],['7'],['Segway'],['7'],['Yes'],['Great and fun study! I actually watch a delivery robot on tiktok =) such awesome technology!']
104,['value'],[' p87'],['164'],['4310'],['2'],['Fri Feb 10 2023 20:04:22 GMT-0600 (Central Standard Time)'],['Orange'],['Autonomous Scooter'],['26-35'],['Male'],['Liberal Arts'],"['Other', 'Some University/ College']",['2'],['2'],['2'],['2'],['2'],['7'],['Electric_skateboard_similar'],['4'],['Yes'],['Clarification on road crossing procedures/ laws somewhere in the survey would be welcomed. Different areas have different laws and rules regarding the crossing and relation to pedestrians riding on sidewalks.']
105,['value'],[' p219'],['106'],['1400'],['2'],['Tue Jan 31 2023 10:24:58 GMT-0800 (Pacific Standard Time)'],['Orange'],['scooter'],['26-35'],['Female'],"['Other', 'Warehouse']",['High_school_degree_or_equivalent'],['1'],['1'],['2'],['1'],['4'],['7'],['Segway'],['4'],['Yes'],
106,['value'],[' p56'],['318'],['3210'],['2'],['Wed Feb 15 2023 18:32:18 GMT-0600 (Central Standard Time)'],['Blue'],['self-driving scooter'],['26-35'],['Male'],['Technology'],"[""Master's_degree (e.g. MA; MS; MEd)""]",['2'],['2'],['2'],['2'],"['1', '2', '4']",['7'],['none'],,['Yes'],['N/a']
107,['value'],[' p212'],['253'],['3211'],['2'],['Wed Feb 15 2023 16:25:17 GMT-0800 (Pacific Standard Time)'],['Orange'],['scooter'],['36-45'],['Male'],"['Other', 'healthcare']",['High_school_degree_or_equivalent'],['1'],['2'],['2'],['2'],['0'],['7'],['none'],['7'],['Yes'],['thank you']
108,['value'],[' p214'],['110'],['1410'],['2'],['Tue Jan 31 2023 13:29:21 GMT-0500 (Eastern Standard Time)'],['Orange'],['Self driving scooter'],['36-45'],['Male'],['Technology'],['High_school_degree_or_equivalent'],['1'],['1'],['1'],['1'],['4'],['4'],['none'],,['Yes'],['No.']
109,['value'],[' p108'],['109'],['1411'],['2'],['Tue Jan 31 2023 10:28:20 GMT-0800 (Pacific Standard Time)'],['Orange'],['Autonomous sidewalk mobility vehicle'],['36-45'],['Male'],['Agriculture'],['Associate degree'],['2'],['1'],['2'],['2'],['1'],['6'],['none'],['6'],['Yes'],['The study was fine. Thank you.']
110,['value'],[' p48'],['133'],['4311'],['2'],['Fri Feb 10 2023 20:37:20 GMT-0500 (Eastern Standard Time)'],['Orange'],['self driving sidewalk vehicle'],['36-45'],['Male'],['Technology'],"[""Master's_degree (e.g. MA; MS; MEd)""]",['1'],['1'],['2'],['0'],"['2', '4']",['6'],['none'],['4'],['Yes'],['None']
111,['value'],[' p242'],['155'],['3201'],['2'],['Fri Feb 10 2023 18:59:12 GMT-0700 (Mountain Standard Time)'],['Blue'],['scooter'],['36-45'],['Male'],['Liberal Arts'],"[""Master's_degree (e.g. MA; MS; MEd)""]",['1'],['1'],['1'],['1'],['0'],,['none'],,['Yes'],['The delivery robots seemed pretty aggressive!']
112,['value'],[' p68'],['58'],['3200'],['2'],['Mon Jan 30 2023 17:44:01 GMT-0600 (Central Standard Time)'],['Blue'],['Self driving scooter'],['26-35'],['Female'],['Technology'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['2'],['2'],['1'],['5'],"['Electricscooter', 'Electric_skateboard_similar']",['5'],['Yes'],
113,['value'],[' p311'],['202'],['1400'],['2'],['Fri Feb 10 2023 21:27:43 GMT-0500 (Eastern Standard Time)'],['Orange'],['autonomous sidewalk mobility vehicle; basically a self driving scooter'],['36-45'],['Male'],['Mathematics'],"[""Master's_degree (e.g. MA; MS; MEd)""]",['2'],['2'],['1'],['1'],"['1', '2', '4']",['7'],['none'],['4'],['Yes'],"[""The attention checks were overboard. Asking the commit to quality answers that late in the study was shady. The study length is confusing as Prolific says ten minutes; you say twenty minutes then you increase it to 20-30 minutes. The one part of the study says it will take 12 minutes; but was a lot faster than that.  You introduce cars and human pedestrians but then strangely never use them.  All in all it seemed like it would be a cool study initially; but honestly was not a very enjoyable experience. The survey questions were too monotonous especially asking if I was worried twice per break.   The delivery robot was yellow; but that isn't even an option on this page so I went orange.""]"
114,['value'],[' p253'],['295'],['4311'],['2'],['Wed Feb 15 2023 19:25:38 GMT-0500 (Eastern Standard Time)'],['Orange'],['self-driving scooter'],['46-55'],['Female'],['Technology'],['High_school_degree_or_equivalent'],['1'],['1'],['2'],['1'],"['1', '4']",['6'],['none'],,['Yes'],['No; everything was fine.']
115,['value'],[' p94'],['324'],['4310'],['2'],['Wed Feb 15 2023 19:02:46 GMT-0600 (Central Standard Time)'],['Orange'],['ai driven scooter'],['36-45'],['Male'],"['Other', 'gig worker']",['High_school_degree_or_equivalent'],['1'],['2'],['2'],['2'],['0'],['4'],['none'],,['Yes'],
116,['value'],[' p73'],['216'],['3200'],['2'],['Fri Feb 10 2023 21:31:49 GMT-0500 (Eastern Standard Time)'],['Orange'],['scooter'],['46-55'],['Female'],"['Other', 'disability']",['Associate degree'],['1'],['0'],['0'],['1'],['1'],['6'],"['Electricscooter', 'Segway']",['7'],['Yes'],['No']
117,['value'],[' p107'],['217'],['3201'],['2'],['Fri Feb 10 2023 21:31:51 GMT-0500 (Eastern Standard Time)'],['Orange'],['auto scooter'],['46-55'],['Female'],"['Other', 'retail']","['Other', 'some college']",['1'],['1'],['1'],['1'],['1'],['4'],['none'],['4'],['Yes'],"[""The study questions weren't very easy to follow; seems as though the questions didn't fit. Very awkward; I actually stayed confused most of the time but I did answer as honestly as I could. Thanks for the opportunity.""]"
118,['value'],[' p127'],['176'],['2100'],['2'],['Fri Feb 10 2023 19:12:18 GMT-0700 (Mountain Standard Time)'],['Orange'],['self driving scooter'],['26-35'],['Female'],['Science'],"[""Bachelor's_degree(e.g. BA; BS)""]",['2'],['1'],['1'],['1'],"['1', '2', '4']",['6'],['Electricscooter'],['5'],['Yes'],
119,['value'],[' p241'],['168'],['1400'],['2'],['Fri Feb 10 2023 20:05:59 GMT-0600 (Central Standard Time)'],['Orange'],['self driving scooter'],['46-55'],['Female'],"['Other', 'nursing']","[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['2'],['1'],['1'],"['1', '2', '3', '4']",['7'],"['Electricscooter', 'Electric_bike']",['7'],['Yes'],"[""If I didn't think I would fall off and kill myself; I would want one now.  My kids would definitely want one now. ""]"
120,['value'],[' p63'],['55'],['2111'],['2'],['Mon Jan 30 2023 16:42:33 GMT-0700 (Mountain Standard Time)'],['Orange'],['Self-driving Scooter'],['18-25'],['Female'],['Technology'],['High_school_degree_or_equivalent'],['1'],['1'],['1'],['1'],['4'],['6'],['none'],,['Yes'],['None']
121,['value'],[' p185'],['5'],['4311'],['2'],['Fri Jan 27 2023 19:13:52 GMT-0800 (Pacific Standard Time)'],['Orange'],['scooter'],['26-35'],['Female'],"['Other', 'business']","[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['2'],['2'],"['1', '4', '5']",['5'],['none'],,['Yes'],['no']
122,['value'],[' p193'],['254'],['3210'],['2'],['Wed Feb 15 2023 16:24:57 GMT-0800 (Pacific Standard Time)'],['Orange'],['Scooter'],['46-55'],['Male'],['Engineering'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['1'],"['1', '4']",['6'],"['Electricscooter', 'Electric_bike']",['6'],['Yes'],
123,['value'],[' p165'],['272'],['2100'],['2'],['Wed Feb 15 2023 19:25:15 GMT-0500 (Eastern Standard Time)'],['Orange'],['self drive scooter'],[' 56'],['Female'],"['Other', 'homemaker']",['High_school_degree_or_equivalent'],['1'],['1'],['1'],['2'],['0'],,['none'],,['Yes'],['none']
124,['value'],[' p3'],['281'],['3201'],['2'],['Wed Feb 15 2023 19:25:18 GMT-0500 (Eastern Standard Time)'],['Orange'],['scooter'],['36-45'],['Male'],"['Other', 'business']","[""Bachelor's_degree(e.g. BA; BS)""]",['0'],['0'],['0'],['0'],['1'],['1'],['none'],,['Yes'],"[""There is absolutely nothing appealing about this to me. I'd rather just walk like a normal person and keep complete control of my movement. In terms of driving; I'd rather maintain complete control of my vehicle too rather than trusting AI.""]"
125,['value'],[' p100'],['145'],['2101'],['2'],['Fri Feb 10 2023 20:52:56 GMT-0500 (Eastern Standard Time)'],['Orange'],['self driving scooter'],['26-35'],['Female'],['Education'],"[""Master's_degree (e.g. MA; MS; MEd)""]",['1'],['1'],['1'],['0'],"['1', '4']",['3'],['Electricscooter'],['5'],['Yes'],
126,['value'],[' p159'],['88'],['3200'],['2'],['Tue Jan 31 2023 13:24:12 GMT-0500 (Eastern Standard Time)'],['Orange'],['Self driving Scooter'],['36-45'],['Male'],"['Other', 'Government']","[""Master's_degree (e.g. MA; MS; MEd)""]",['2'],['2'],['2'],['2'],"['1', '2', '4', '5']",['7'],"['Electricscooter', 'Electric_bike']",['6'],['Yes'],"['The type in section ""what vehicle did you ride"" will not let you type anything in unless you exit from full window mode. ']"
127,['value'],[' p205'],['221'],['3211'],['2'],['Fri Feb 10 2023 21:37:45 GMT-0500 (Eastern Standard Time)'],['Orange'],['blue'],[' 56'],['Female'],['Liberal Arts'],"[""Master's_degree (e.g. MA; MS; MEd)""]",['1'],['1'],['1'],['1'],['0'],,['none'],,['Yes'],"[""Some of the questions are confusing. I wasn't sure what it meant to say the event worked.""]"
128,['value'],[' p75'],['189'],['3211'],['2'],['Fri Feb 10 2023 19:20:14 GMT-0700 (Mountain Standard Time)'],['Blue'],['scooter'],['36-45'],['Female'],['Education'],['Associate degree'],['1'],['2'],['2'],['2'],['0'],['4'],['none'],['4'],['No'],
129,['value'],[' p148'],['260'],['4310'],['2'],['Wed Feb 15 2023 17:25:03 GMT-0700 (Mountain Standard Time)'],['Blue'],['self-driving scooter'],['26-35'],"['Other', 'Non-binary']",['Science'],"[""Master's_degree (e.g. MA; MS; MEd)""]",['1'],['1'],['1'],['1'],['0'],,['Electricscooter'],['3'],['Yes'],
130,['value'],[' p298'],['178'],['2100'],['2'],['Sat Feb 11 2023 02:14:01 GMT-0800 (Pacific Standard Time)'],['Blue'],['self drive robot'],[' 56'],['Male'],['Engineering'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['2'],"['2', '3']",['5'],"['Electricscooter', 'Electric_bike']",['5'],['Yes'],['GOOD SURVEY']
131,['value'],[' p123'],['24'],['3200'],['2'],['Mon Jan 30 2023 16:54:44 GMT-0600 (Central Standard Time)'],['Orange'],['Self driving Scooter'],[' 56'],['Female'],['Liberal Arts'],['Associate degree'],['1'],['2'],['1'],['2'],['0'],['4'],['none'],['4'],['Yes'],
132,['value'],[' p154'],['79'],['1411'],['2'],['Mon Jan 30 2023 16:30:26 GMT-0800 (Pacific Standard Time)'],['Orange'],['Scooter'],['18-25'],['Male'],['Liberal Arts'],['High_school_degree_or_equivalent'],['1'],['1'],['2'],['0'],['0'],['4'],['none'],,['Yes'],
133,['value'],[' p309'],['291'],['4301'],['2'],['Wed Feb 15 2023 19:25:29 GMT-0500 (Eastern Standard Time)'],['Orange'],['self-driving scooter'],['36-45'],['Male'],"['Other', 'hospitality']",['Associate degree'],['1'],['2'],['2'],['2'],['0'],,"['Electricscooter', 'Segway']",['6'],['Yes'],['This was interesting. Overall; I trusted the scooter more than the delivery robots. ']
134,['value'],[' p198'],['64'],['4300'],['2'],['Mon Jan 30 2023 17:47:10 GMT-0600 (Central Standard Time)'],['Orange'],['scooter'],['18-25'],['Male'],['Engineering'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['1'],"['1', '4']",['6'],"['Electricscooter', 'Segway']",['5'],['Yes'],
135,['value'],[' p237'],['39'],['4311'],['2'],['Mon Jan 30 2023 17:31:37 GMT-0600 (Central Standard Time)'],['Orange'],['self driving scooter'],['26-35'],['Male'],['Technology'],"[""Bachelor's_degree(e.g. BA; BS)""]",['0'],['1'],['1'],['1'],['3'],['4'],['Electricscooter'],['5'],['Yes'],['No feedback.']
136,['value'],[' p203'],['320'],['4300'],['2'],['Wed Feb 15 2023 16:35:10 GMT-0800 (Pacific Standard Time)'],['Orange'],['Self-driving scooter'],['46-55'],['Female'],['Engineering'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['1'],['1'],['4'],['Electricscooter'],['4'],['Yes'],
137,['value'],[' p162'],['219'],['3201'],['2'],['Fri Feb 10 2023 21:34:32 GMT-0500 (Eastern Standard Time)'],['Green'],['Scooter'],['26-35'],['Male'],"['Other', 'Statistics']","[""Bachelor's_degree(e.g. BA; BS)""]",['2'],['1'],['2'],['1'],"['1', '2', '4']",['7'],['Electric_bike'],['6'],['Yes'],
138,['value'],[' p57'],['226'],['4300'],['2'],['Wed Feb 15 2023 16:24:18 GMT-0800 (Pacific Standard Time)'],['Orange'],['scooter'],['26-35'],['Male'],['Engineering'],"[""Bachelor's_degree(e.g. BA; BS)""]",['0'],['1'],['2'],['1'],"['1', '2', '3', '4', '5']",['7'],"['Electricscooter', 'Electric_bike', 'Segway']",['6'],['Yes'],
139,['value'],[' p74'],['298'],['1400'],['2'],['Wed Feb 15 2023 19:25:59 GMT-0500 (Eastern Standard Time)'],['Orange'],['self riding scooter'],['36-45'],['Female'],"['Other', 'retail']",['Less_than_a_high_school_diploma'],['1'],['2'],['1'],['1'],['3'],['7'],['none'],['4'],['Yes'],
140,['value'],[' p17'],['14'],['1410'],['2'],['Mon Jan 30 2023 14:54:41 GMT-0600 (Central Standard Time)'],['Blue'],['A segway type of vehicle'],['18-25'],['Male'],"['Other', 'Automotive']",['Associate degree'],['1'],['0'],['2'],['2'],['0'],['6'],['none'],['6'],['Yes'],['I enjoyed this study very interesting']
141,['value'],[' p156'],['26'],['3200'],['2'],['Mon Jan 30 2023 15:11:14 GMT-0800 (Pacific Standard Time)'],['Orange'],['self driving scooter'],['26-35'],['Male'],['Technology'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['2'],['2'],['2'],['0'],,['Electricscooter'],['7'],['Yes'],['N/A']
142,['value'],[' p266'],['118'],['2110'],['2'],['Fri Feb 10 2023 17:22:17 GMT-0800 (Pacific Standard Time)'],['Orange'],['Self Driving Scooter'],['18-25'],['Female'],['Science'],['High_school_degree_or_equivalent'],['1'],['1'],['1'],['1'],['0'],,['Electricscooter'],['6'],['Yes'],
143,['value'],[' p145'],['190'],['3210'],['2'],['Fri Feb 10 2023 20:20:36 GMT-0600 (Central Standard Time)'],['Orange'],['self driving scooter'],['46-55'],['Female'],['Technology'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['1'],['4'],['5'],"['Electricscooter', 'Segway']",['7'],['Yes'],
144,['value'],[' p54'],['99'],['4301'],['2'],['Tue Jan 31 2023 13:24:24 GMT-0500 (EST)'],['Orange'],['self driving scooter'],[' 56'],['Female'],"['Other', 'art/design']","[""Bachelor's_degree(e.g. BA; BS)""]",['0'],['0'],['1'],['1'],['4'],,['Other'],['4'],['Yes'],
145,['value'],[' p273'],['288'],['4300'],['2'],['Wed Feb 15 2023 16:25:21 GMT-0800 (Pacific Standard Time)'],['Green'],['e-scooter'],['36-45'],['Male'],['Technology'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['1'],['1'],['2'],['1'],['5'],"['Electricscooter', 'Electric_bike']",['6'],['Yes'],['Thanks']
146,['value'],[' p199'],['74'],['1400'],['2'],['Mon Jan 30 2023 18:52:53 GMT-0500 (Eastern Standard Time)'],['Orange'],['self driving scooter'],['46-55'],['Female'],['Technology'],"[""Bachelor's_degree(e.g. BA; BS)""]",['1'],['2'],['2'],['2'],['1'],['5'],['none'],['4'],['Yes'],
